sentiment,year
2 user reviews,2017
5 user reviews,2017
8 user reviews,2017
5 user reviews,2017
1 user reviews,2017
Positive,2017
Neutral,2017
Mostly Positive,2017
6 user reviews,2017
Positive,2017
1 user reviews,2017
2 user reviews,2017
Mixed,2017
1 user reviews,2017
2 user reviews,2017
Neutral,2007
3 user reviews,2017
Mixed,2017
Positive,2017
Mostly Positive,2017
Very Positive,2017
Positive,2017
Very Positive,2017
Very Positive,2017
1 user reviews,2017
Neutral,2017
3 user reviews,2017
Positive,2017
Neutral,2017
4 user reviews,2017
6 user reviews,2017
Positive,2017
Neutral,2017
1 user reviews,2017
Neutral,2017
Neutral,2017
Very Positive,2017
2 user reviews,2017
Positive,2017
5 user reviews,2017
3 user reviews,2017
Positive,2017
Positive,2017
4 user reviews,2017
Mostly Negative,2017
6 user reviews,2017
Mixed,2017
Neutral,2017
Neutral,2017
Mixed,2017
1 user reviews,2017
Mixed,2017
1 user reviews,2017
Very Positive,2017
Positive,2017
Neutral,2017
Mixed,2017
Positive,2017
6 user reviews,2017
Neutral,2017
2 user reviews,2017
Neutral,2017
2 user reviews,2017
Neutral,2017
5 user reviews,2017
Positive,2017
9 user reviews,2017
Positive,2017
Mostly Positive,2017
Mixed,2017
1 user reviews,2017
Mixed,2017
Mostly Positive,2017
Positive,2017
Mostly Positive,2017
3 user reviews,2017
Mostly Positive,2017
Neutral,2017
Mixed,2017
3 user reviews,2017
2 user reviews,2017
Very Positive,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
2 user reviews,2017
6 user reviews,2017
Mixed,2017
6 user reviews,2017
Mostly Negative,2017
6 user reviews,2017
Neutral,2017
Mixed,2017
3 user reviews,2017
Neutral,2017
Mostly Positive,2017
Neutral,2017
4 user reviews,2017
Positive,2017
Mostly Positive,2017
2 user reviews,2017
Mixed,2017
Positive,2017
Neutral,2018
Very Positive,2017
Neutral,2017
1 user reviews,2017
2 user reviews,2017
1 user reviews,2015
3 user reviews,2017
Positive,2017
Mostly Positive,2017
Very Positive,2017
3 user reviews,2017
Neutral,2017
Positive,2017
3 user reviews,2017
6 user reviews,2017
Neutral,2017
Neutral,2017
Positive,2017
2 user reviews,2017
9 user reviews,2017
Very Positive,2017
Neutral,2017
Neutral,2017
8 user reviews,2017
2 user reviews,2017
4 user reviews,2017
Mixed,2017
1 user reviews,2017
Positive,2017
3 user reviews,2017
Very Positive,2017
Neutral,2017
5 user reviews,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Positive,2017
2 user reviews,2017
Mostly Negative,2017
Mostly Negative,2017
2 user reviews,2017
2 user reviews,1991
Positive,2017
Neutral,2017
Neutral,2017
Very Positive,2017
1 user reviews,2017
Mixed,2017
Positive,2017
7 user reviews,2017
Neutral,2017
Mixed,2017
Neutral,2017
6 user reviews,2017
2 user reviews,2017
Positive,2017
Mixed,2017
2 user reviews,2017
1 user reviews,2017
1 user reviews,2017
7 user reviews,2017
Mostly Positive,2017
Very Positive,2017
Positive,2017
Mixed,2017
2 user reviews,2017
Neutral,2017
Neutral,2017
Mixed,2017
5 user reviews,2017
6 user reviews,2017
5 user reviews,2017
Positive,2017
Mostly Positive,2017
1 user reviews,2017
Mostly Positive,2017
Mixed,2017
Mostly Positive,2017
Mixed,2017
2 user reviews,2017
Mostly Positive,2017
4 user reviews,2017
Mostly Positive,2017
Mostly Negative,2017
Mixed,2017
Positive,2017
4 user reviews,2017
5 user reviews,2017
Very Positive,2017
3 user reviews,2017
3 user reviews,2017
Very Positive,2017
Very Positive,2017
4 user reviews,2017
3 user reviews,2017
5 user reviews,2017
Mixed,2017
4 user reviews,2017
1 user reviews,2017
Neutral,2017
Very Positive,2017
Mixed,2017
Mixed,2017
Mostly Negative,2017
3 user reviews,2017
3 user reviews,2017
Mixed,2017
3 user reviews,2017
Very Positive,2017
4 user reviews,2017
4 user reviews,2017
Mixed,2017
5 user reviews,2017
Neutral,2017
3 user reviews,2017
6 user reviews,2017
Mixed,2017
3 user reviews,2017
Overwhelmingly Positive,2017
1 user reviews,2017
3 user reviews,2017
2 user reviews,2017
1 user reviews,2017
2 user reviews,2017
Very Positive,2017
3 user reviews,2017
2 user reviews,2017
Mixed,2017
Neutral,2017
Mostly Positive,2017
Very Positive,2017
Positive,2017
Neutral,2017
1 user reviews,2017
3 user reviews,2017
5 user reviews,2017
Positive,2017
3 user reviews,2017
Mixed,2017
2 user reviews,2017
Mixed,2017
Mixed,2017
Neutral,2017
Positive,2017
Neutral,2017
Positive,2017
1 user reviews,2017
Very Positive,2017
3 user reviews,2017
6 user reviews,2017
Positive,2017
6 user reviews,2017
2 user reviews,2017
Very Positive,2017
3 user reviews,2017
Neutral,2017
1 user reviews,2017
Mixed,2017
Very Positive,2017
Very Positive,2017
2 user reviews,2017
6 user reviews,2017
8 user reviews,2017
Mostly Positive,2017
2 user reviews,2017
1 user reviews,2017
Mixed,2017
Mixed,2017
3 user reviews,2017
Neutral,2017
Neutral,2017
Mostly Positive,2017
4 user reviews,2017
1 user reviews,2017
Mixed,2017
Positive,1996
Neutral,2017
4 user reviews,2017
1 user reviews,2017
2 user reviews,2017
4 user reviews,2017
Mostly Positive,2017
2 user reviews,2017
Positive,2017
Very Positive,2017
Mixed,2017
Positive,2017
4 user reviews,2017
Mostly Positive,2017
Mostly Positive,2017
5 user reviews,2017
Very Positive,2017
Positive,2017
Positive,2015
Mostly Negative,2017
Mixed,2017
Neutral,2017
1 user reviews,2017
Neutral,2017
Very Positive,2017
Neutral,2017
5 user reviews,2017
Very Positive,2017
Neutral,2017
Mostly Negative,2017
Very Positive,2017
Mostly Positive,2017
Mostly Negative,2017
Very Positive,2017
6 user reviews,2017
Neutral,2017
Positive,2017
2 user reviews,2017
Positive,2017
2 user reviews,2017
1 user reviews,2017
2 user reviews,2017
Very Positive,2017
Mixed,2017
Neutral,2017
Mostly Positive,2017
1 user reviews,2017
Very Positive,2017
Positive,2017
2 user reviews,2017
Mostly Positive,2017
1 user reviews,2017
Neutral,2017
Neutral,2017
3 user reviews,2017
2 user reviews,2012
Neutral,2012
Neutral,2017
Positive,2017
Mostly Negative,2017
2 user reviews,2017
4 user reviews,2017
2 user reviews,2017
2 user reviews,2017
Mixed,2017
7 user reviews,2017
Mostly Positive,2017
Very Positive,2017
Neutral,2017
3 user reviews,2017
2 user reviews,2017
5 user reviews,2017
1 user reviews,2017
Neutral,2017
Neutral,2017
4 user reviews,2017
Neutral,2017
1 user reviews,2017
Positive,2017
2 user reviews,2017
2 user reviews,2017
Mostly Positive,2017
Neutral,2017
1 user reviews,2017
Very Positive,2017
2 user reviews,1991
Very Positive,2017
6 user reviews,2017
Mixed,2017
1 user reviews,2017
8 user reviews,2017
2 user reviews,2017
Mixed,2017
Positive,2017
Very Positive,2017
1 user reviews,2017
Neutral,2017
Very Positive,2017
Positive,2017
1 user reviews,2017
Mostly Positive,2017
Mostly Negative,2017
4 user reviews,2017
1 user reviews,2017
Mostly Negative,2017
Neutral,2017
1 user reviews,2017
Mixed,2017
6 user reviews,2016
2 user reviews,2017
Neutral,2017
7 user reviews,2017
Mixed,2017
Mixed,2017
4 user reviews,2017
Positive,2017
6 user reviews,2017
Mixed,2016
Very Positive,2017
Positive,2017
Positive,2017
2 user reviews,2017
Mixed,2017
1 user reviews,2017
3 user reviews,2017
Neutral,2017
9 user reviews,2017
3 user reviews,2017
Mostly Positive,2017
Very Positive,2017
1 user reviews,2017
Very Positive,2017
Positive,2017
9 user reviews,2017
4 user reviews,2017
6 user reviews,2017
Positive,2017
Positive,2017
8 user reviews,2017
6 user reviews,2017
Positive,2017
4 user reviews,2017
5 user reviews,2017
Positive,2017
3 user reviews,2017
Neutral,2017
Neutral,2017
1 user reviews,2017
Mostly Positive,2017
Positive,2017
Neutral,2017
Mostly Positive,2017
Very Positive,2017
Mostly Positive,2017
Very Positive,2017
8 user reviews,2017
Mostly Positive,2017
7 user reviews,2017
Positive,2017
2 user reviews,2017
3 user reviews,2017
3 user reviews,2017
1 user reviews,2017
Positive,2017
Mixed,2017
2 user reviews,2017
Positive,2017
6 user reviews,2017
Very Positive,2017
Neutral,2017
Very Positive,2017
1 user reviews,2017
1 user reviews,2017
Neutral,2017
1 user reviews,2017
5 user reviews,2017
Mixed,2017
Mostly Positive,2017
1 user reviews,2017
Mostly Positive,2017
1 user reviews,2017
3 user reviews,2017
Mixed,2017
6 user reviews,2017
9 user reviews,2017
Mostly Positive,2017
3 user reviews,2017
Neutral,2017
Mixed,2017
Mixed,2017
8 user reviews,2017
Mostly Positive,2017
6 user reviews,2017
8 user reviews,2017
Positive,2017
Mixed,2017
6 user reviews,2017
Neutral,2017
Mixed,2017
Mixed,2017
7 user reviews,2017
6 user reviews,2016
1 user reviews,2017
Mixed,2017
Positive,2017
Neutral,2017
2 user reviews,2017
Positive,2017
Neutral,2017
Mostly Positive,2017
4 user reviews,2017
Mostly Positive,2017
Very Positive,2017
Neutral,2017
2 user reviews,2017
Mostly Positive,2017
Mixed,2017
2 user reviews,2017
5 user reviews,2017
3 user reviews,2016
Mixed,2017
2 user reviews,2017
Very Positive,2017
Positive,2017
Positive,2017
2 user reviews,2017
Positive,2017
Mostly Positive,2017
5 user reviews,2017
1 user reviews,2017
1 user reviews,2017
1 user reviews,2017
Very Positive,2017
1 user reviews,2017
1 user reviews,2017
1 user reviews,2017
4 user reviews,2017
9 user reviews,2017
1 user reviews,2016
Mixed,2017
Positive,2017
Neutral,2017
Neutral,2017
7 user reviews,2017
Neutral,2017
2 user reviews,2017
4 user reviews,2017
4 user reviews,2017
2 user reviews,2017
Mostly Negative,2017
Mostly Negative,2017
2 user reviews,2017
Mixed,2017
Mostly Positive,2017
Very Positive,2017
2 user reviews,2017
Neutral,2017
Positive,2017
Very Positive,2017
Mixed,2017
Mixed,2017
2 user reviews,2017
8 user reviews,2017
3 user reviews,2017
4 user reviews,2017
2 user reviews,2017
3 user reviews,2017
Very Positive,2017
Mostly Positive,2017
8 user reviews,2017
1 user reviews,2017
6 user reviews,2017
Very Positive,2017
Mostly Negative,2017
Neutral,2017
Positive,2016
Neutral,2017
1 user reviews,2017
2 user reviews,2017
3 user reviews,2002
Neutral,2017
1 user reviews,2017
Mostly Positive,2017
Neutral,2017
Mixed,2017
Positive,2017
Negative,2017
Neutral,2017
2 user reviews,2017
2 user reviews,2017
Mixed,2017
Mostly Positive,2017
2 user reviews,2017
3 user reviews,2017
2 user reviews,2017
1 user reviews,2017
8 user reviews,2017
Neutral,2011
5 user reviews,2017
3 user reviews,2017
7 user reviews,2017
Positive,2017
Mostly Positive,2017
Neutral,2017
1 user reviews,2017
Positive,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Very Positive,2017
4 user reviews,2017
Mixed,2017
Mostly Positive,2017
Very Positive,2017
Mixed,2017
1 user reviews,2017
Neutral,2017
1 user reviews,2017
Neutral,2017
3 user reviews,2017
Mostly Positive,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Mixed,2017
Neutral,2017
Neutral,2017
Positive,2017
Mixed,2017
8 user reviews,2017
Neutral,2017
Neutral,2017
Very Positive,2017
Neutral,2017
1 user reviews,2017
1 user reviews,2017
3 user reviews,2017
Mixed,2017
Neutral,2017
1 user reviews,2017
Mostly Positive,2017
8 user reviews,2012
3 user reviews,2013
Positive,2017
5 user reviews,2012
Mixed,2017
2 user reviews,2017
Positive,2017
Mixed,2017
3 user reviews,2017
1 user reviews,2017
Neutral,2017
Very Positive,2017
4 user reviews,2017
Neutral,2017
Mixed,2017
Mostly Positive,2017
Mostly Positive,2017
Positive,2017
Neutral,2016
3 user reviews,2017
Neutral,2017
Mostly Positive,2017
Mixed,2017
Neutral,2017
Mixed,2017
1 user reviews,2017
Neutral,2017
8 user reviews,2017
Very Positive,2017
1 user reviews,2017
Neutral,2017
1 user reviews,2017
1 user reviews,2017
1 user reviews,2017
Neutral,2017
1 user reviews,2017
Neutral,2017
6 user reviews,2017
Positive,2017
Very Positive,2017
5 user reviews,2017
Mixed,2017
3 user reviews,2017
Very Positive,2017
Neutral,2017
Mostly Positive,2017
Mostly Positive,2017
Very Positive,2017
5 user reviews,2017
Very Positive,2017
1 user reviews,2017
Mostly Positive,2017
Mostly Negative,2017
Mostly Positive,2017
Positive,2017
Mixed,2017
Mixed,2017
Mixed,2017
Mixed,2017
Positive,2017
1 user reviews,2017
Mostly Negative,2017
4 user reviews,2017
Mostly Positive,2017
3 user reviews,2017
4 user reviews,2017
5 user reviews,2017
Very Positive,2017
5 user reviews,2017
Mixed,2017
Very Positive,2017
Mostly Positive,2017
Neutral,2017
Neutral,2017
1 user reviews,2017
Neutral,2017
9 user reviews,2017
Positive,2017
Neutral,2017
Neutral,2017
Mostly Negative,2017
Neutral,2017
Overwhelmingly Positive,2017
Positive,2017
Mostly Positive,2017
2 user reviews,2017
Positive,2016
Very Positive,2017
Mostly Positive,2017
2 user reviews,2017
Positive,2017
Very Positive,2017
6 user reviews,2017
Mostly Positive,2017
Mixed,2017
5 user reviews,2017
Very Positive,2017
Neutral,2017
Mixed,2017
Neutral,2017
Neutral,2017
3 user reviews,2017
Mixed,2017
2 user reviews,2017
9 user reviews,2017
Mostly Positive,2017
Very Positive,2017
Positive,2017
Neutral,2017
Positive,2017
Very Positive,2017
Neutral,2017
6 user reviews,2017
Positive,2017
5 user reviews,2017
5 user reviews,2017
2 user reviews,2017
9 user reviews,2017
4 user reviews,2017
Mostly Positive,2017
Positive,2017
9 user reviews,2017
6 user reviews,2017
Neutral,2017
Very Positive,2017
Mixed,2017
Positive,2017
Very Positive,2017
Very Positive,2017
1 user reviews,2017
Neutral,2017
Neutral,2017
Mixed,2017
Positive,2017
9 user reviews,2017
Very Positive,2017
Neutral,2017
4 user reviews,2017
Neutral,2017
Mixed,2017
Very Positive,2017
2 user reviews,2017
1 user reviews,2017
2 user reviews,2017
1 user reviews,2017
9 user reviews,2017
2 user reviews,2017
Positive,2017
2 user reviews,2017
1 user reviews,2017
3 user reviews,2017
Mostly Positive,2017
Very Positive,2010
Mostly Positive,2017
Neutral,2017
Neutral,2017
Very Positive,2017
Positive,2017
Neutral,2017
Mostly Positive,2017
4 user reviews,2017
4 user reviews,2017
Neutral,2017
5 user reviews,2017
Very Positive,2017
4 user reviews,2017
Very Positive,2017
Positive,2017
Very Positive,2017
8 user reviews,2017
Very Positive,2017
Mostly Positive,2017
Mostly Positive,2017
6 user reviews,2017
Mostly Negative,2017
Very Positive,2017
1 user reviews,2017
Very Positive,2017
Very Positive,2017
2 user reviews,2017
4 user reviews,2017
Mixed,2017
Mixed,2017
Mostly Positive,2017
Mostly Positive,2017
9 user reviews,2017
Mostly Positive,2017
Mixed,2017
Very Positive,2017
Mixed,2017
Mixed,2017
Neutral,2017
Mostly Negative,2017
Positive,2017
2 user reviews,2017
Neutral,2017
Neutral,2017
6 user reviews,2017
Positive,2017
Positive,2017
Mostly Positive,2017
1 user reviews,2017
Mostly Positive,2017
Mostly Negative,2017
3 user reviews,2017
Overwhelmingly Positive,2017
Positive,2017
7 user reviews,2017
Very Positive,2017
Mixed,2017
Very Positive,2017
1 user reviews,2017
Neutral,2017
Very Positive,2017
Neutral,2017
2 user reviews,2017
Neutral,2017
Mostly Positive,2017
3 user reviews,2017
Mixed,2017
Positive,2017
7 user reviews,2017
4 user reviews,2017
1 user reviews,2017
Mixed,2017
Mostly Positive,2016
Mostly Positive,2017
Very Positive,2017
Mixed,2015
4 user reviews,2017
Mixed,2017
3 user reviews,2017
Neutral,2017
Neutral,2017
Very Positive,2017
Neutral,2017
Neutral,2017
1 user reviews,2017
Mixed,2017
Mixed,2017
8 user reviews,2017
1 user reviews,2017
Mixed,2017
1 user reviews,2017
Mostly Positive,2017
Mostly Positive,2017
4 user reviews,2001
Mostly Negative,2017
6 user reviews,2017
Neutral,2017
Very Positive,2017
Positive,2017
Very Positive,2017
3 user reviews,2017
Mixed,2017
Neutral,2017
Mixed,2017
8 user reviews,2017
Neutral,2017
Mixed,2017
Positive,2002
Very Positive,2001
Neutral,2017
Mixed,2007
Positive,2017
Very Positive,2017
2 user reviews,2017
Mostly Negative,2017
Very Positive,2017
3 user reviews,2017
Very Positive,2017
Very Positive,2017
Mixed,2017
Mixed,2017
Very Positive,2017
Very Positive,2017
2 user reviews,2017
Neutral,2017
9 user reviews,2017
Mixed,2017
Mixed,2017
Mostly Positive,2017
4 user reviews,2017
Positive,2017
6 user reviews,2017
Neutral,2018
7 user reviews,2017
Mixed,2017
Mixed,2017
Neutral,2017
5 user reviews,1994
Very Positive,2017
Very Positive,2017
Positive,2017
Mostly Positive,2017
1 user reviews,2017
2 user reviews,2017
Mostly Positive,2017
Very Positive,2017
Neutral,2017
Mostly Positive,2017
4 user reviews,2017
2 user reviews,2017
4 user reviews,2017
Mostly Positive,2017
Positive,2017
Positive,2014
Neutral,2017
Very Positive,2017
8 user reviews,2014
Positive,2017
Positive,2017
3 user reviews,2017
Mixed,2017
Positive,2017
Neutral,2017
3 user reviews,2017
Mostly Positive,2017
1 user reviews,2017
Very Positive,2016
8 user reviews,2017
6 user reviews,2017
3 user reviews,2017
2 user reviews,2017
Mixed,2017
2 user reviews,2017
1 user reviews,2017
1 user reviews,2017
8 user reviews,2017
2 user reviews,2017
Very Positive,2017
Neutral,2017
2 user reviews,2017
2 user reviews,2017
2 user reviews,2017
Mixed,2017
Mostly Positive,2017
2 user reviews,2017
Positive,2017
Mixed,2016
1 user reviews,2017
1 user reviews,2017
9 user reviews,2017
Neutral,2017
Neutral,2017
Mostly Positive,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Mixed,2017
Mostly Positive,2017
Neutral,2017
Mixed,2017
Mixed,2017
Mostly Positive,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
1 user reviews,2017
7 user reviews,2017
Very Positive,2017
Mixed,2017
Positive,2017
Neutral,2017
Neutral,2017
Mostly Negative,2017
Mixed,2017
4 user reviews,2017
2 user reviews,2017
1 user reviews,2017
Mixed,2017
7 user reviews,2017
6 user reviews,2017
Mostly Positive,2017
Positive,2017
Very Positive,2017
Mostly Positive,2017
Neutral,2017
2 user reviews,2017
Neutral,2017
Neutral,2017
Neutral,2017
Mostly Positive,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Mostly Negative,2017
Mixed,2017
1 user reviews,2017
8 user reviews,2017
Overwhelmingly Positive,2017
Mixed,2017
Neutral,2017
Mixed,2006
Mixed,2017
4 user reviews,2017
Mixed,2017
6 user reviews,2017
Neutral,2017
Mixed,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
1 user reviews,2017
Neutral,2017
Neutral,2017
Neutral,2017
Neutral,2017
Positive,2017
Mixed,2017
Mostly Positive,2017
2 user reviews,2017
Neutral,2017
Positive,2017
7 user reviews,2017
1 user reviews,2017
Mostly Positive,2017
1 user reviews,2017
Mixed,2017
Very Positive,2017
Positive,2017
4 user reviews,2017
3 user reviews,1996
Mostly Negative,2017
Neutral,2017
Very Positive,2017
1 user reviews,2017
Very Positive,2017
1 user reviews,2017
Very Positive,2017
Mostly Positive,2017
Neutral,2017
Positive,2017
9 user reviews,2007
2 user reviews,2017
2 user reviews,2017
2 user reviews,2017
2 user reviews,2017
Mostly Negative,2017
Mostly Positive,2017
2 user reviews,2017
2 user reviews,2017
2 user reviews,2017
1 user reviews,2017
5 user reviews,2017
Positive,2017
Mostly Positive,1998
Mostly Positive,2017
